#Frame         mn_hd1       mn_hd2       mn_hd3
   30357       2.2598       2.1658       2.0659
   30358       2.3458       2.2495       2.2273
   30359       2.4577       2.1820       2.1878
   30360       2.5489       2.2207       2.3054
   30361       2.5376       2.2734       2.2139
   30362       2.3832       2.2677       2.2954
   30363       2.6590       2.3344       2.0861
   30364       2.5263       2.2041       2.1609
   30365       2.5264       2.2214       2.0802
   30366       2.5800       2.1675       2.1665
   30367       2.5279       2.3158       2.1521
   30368       2.4575       2.3699       2.3186
   30369       2.3261       2.2905       2.1549
   30370       2.5976       2.2976       2.1605
   30371       2.4355       2.0994       2.1965
   30372       2.5334       2.3950       2.1697
   30373       2.3787       2.3340       2.2825
   30374       2.3755       2.1885       2.2753
   30375       2.4281       2.3075       2.2051
   30376       2.3784       2.4197       2.1835
   30377       2.4370       2.3456       2.2295
   30378       2.4436       2.3663       2.0460
   30379       2.4028       2.2914       2.1811
   30380       2.3912       2.2603       2.2542
   30381       2.2767       2.2297       2.3522
   30382       2.6434       2.2822       2.1562
   30383       2.4168       2.2565       2.2589
   30384       2.2987       2.3723       2.1047
   30385       2.7143       2.2258       2.2335
   30386       2.4901       2.3479       2.2592
   30387       2.2367       2.3210       2.2010
   30388       2.2503       2.3936       2.1729
   30389       2.6037       2.2621       2.1211
   30390       2.3474       2.2521       2.0984
   30391       2.4575       2.1334       2.1071
   30392       2.3820       2.2946       2.1430
   30393       2.4094       2.3100       2.2628
   30394       2.3126       2.2901       2.3133
   30395       2.5729       2.4098       2.1417
   30396       2.2188       2.2662       2.2161
   30397       2.2501       2.2233       2.1441
   30398       2.5112       2.2420       2.2965
   30399       2.4787       2.2803       2.0471
   30400       2.3700       2.2929       2.2689
   30401       2.4712       2.3749       2.3093
   30402       2.4138       2.1738       2.1507
   30403       2.4979       2.3817       2.1091
   30404       2.3000       2.3214       2.1538
   30405       2.5314       2.1326       2.1049
   30406       2.4043       2.3431       2.0921
   30407       2.5506       2.3359       2.1382
   30408       2.3384       2.3920       2.1948
   30409       2.4211       2.2263       2.0875
   30410       2.4877       2.3630       2.2299
   30411       2.3524       2.2785       2.2300
   30412       2.3529       2.3193       2.0959
   30413       2.3409       2.0353       2.2008
   30414       2.5737       2.1910       2.1385
   30415       2.3836       2.3321       2.3931
   30416       2.2784       2.2392       2.0522
   30417       2.3967       2.2326       2.1467
   30418       2.4832       2.1906       2.1456
   30419       2.4659       2.2471       2.2734
   30420       2.3698       2.2726       2.3215
   30421       2.5329       2.4309       2.1387
   30422       2.4599       2.2869       2.2828
   30423       2.4167       2.3755       2.1505
   30424       2.5882       2.3228       2.3396
   30425       2.4830       2.2859       2.1635
   30426       2.6167       2.3143       2.2328
   30427       2.3275       2.2333       2.1795
   30428       2.4683       2.2261       2.3084
   30429       2.5281       2.2576       2.1681
   30430       2.4444       2.4768       2.3145
   30431       2.4731       2.1844       2.1369
   30432       2.8063       2.1899       2.4897
   30433       2.4074       2.2875       2.3242
   30434       2.3308       2.3788       2.2793
   30435       2.5304       2.3344       2.2491
   30436       2.2134       2.1877       2.2397
   30437       2.3568       2.2485       2.2342
   30438       2.3787       2.4476       2.2368
   30439       2.3906       2.2273       2.2514
   30440       2.2590       2.4192       2.1200
   30441       2.6064       2.2173       2.2806
   30442       2.3047       2.4017       2.1309
   30443       2.5054       2.3459       2.2031
   30444       2.4146       2.2764       2.1045
   30445       2.7859       2.2246       2.3115
   30446       2.2678       2.2421       2.3698
   30447       2.4126       2.1973       2.0713
   30448       2.4306       2.2338       2.2695
   30449       2.4783       2.3673       2.2925
   30450       2.4549       2.1918       2.2893
   30451       2.4127       2.2661       2.1746
   30452       2.3971       2.2326       2.2055
   30453       2.4472       2.2156       2.1594
   30454       2.3588       2.3448       2.3553
   30455       2.3455       2.3482       2.1668
   30456       2.5256       2.3981       2.1672
   30457       2.5267       2.3713       2.3401
   30458       2.1257       2.1478       2.2664
   30459       2.4985       2.0790       2.2003
   30460       2.4558       2.2965       2.2206
   30461       2.5322       2.3296       2.1738
   30462       2.5301       2.1668       1.9697
   30463       2.3457       2.4667       2.3305
   30464       2.4522       2.0787       2.1941
   30465       2.5338       2.3457       2.2805
   30466       2.4260       2.0226       2.1246
   30467       2.5014       2.3088       2.1955
   30468       2.5061       2.2756       2.1396
   30469       2.2579       2.2377       2.2147
   30470       2.5081       2.3137       2.2719
   30471       2.3379       2.4225       2.2017
   30472       2.3395       2.2797       2.2581
   30473       2.2855       2.0839       2.3635
   30474       2.4105       2.2325       2.2322
   30475       2.4263       2.0884       2.1604
   30476       2.3307       2.3303       2.2432
   30477       2.3171       2.4273       2.1787
   30478       2.4508       2.2982       2.1207
   30479       2.5196       2.2720       2.0371
   30480       2.4516       2.2616       1.9972
   30481       2.3929       2.3098       2.2492
   30482       2.5736       2.1144       2.1618
   30483       2.5222       2.3239       2.3182
   30484       2.4734       2.1011       2.3379
   30485       2.3465       2.2824       2.0815
   30486       2.4011       2.1899       2.2818
   30487       2.2237       2.2366       2.2332
   30488       2.3479       2.3625       2.2004
   30489       2.4374       2.4393       2.2787
   30490       2.6126       2.2991       2.2285
   30491       2.4277       2.2500       2.2898
   30492       2.4204       2.3022       2.1036
   30493       2.4050       2.4446       2.1322
   30494       2.2334       2.2123       2.1027
   30495       2.4393       2.2892       2.1044
   30496       2.5899       2.2588       2.2435
   30497       2.4095       2.2524       2.4830
   30498       2.2934       2.2465       2.1388
   30499       2.3534       2.1670       2.1953
   30500       2.4661       2.2663       2.3156
   30501       2.5261       2.1503       2.0812
   30502       2.4371       2.3388       2.2145
   30503       2.4911       2.3043       2.2285
   30504       2.5500       2.3113       2.3771
   30505       2.3923       2.3531       2.2391
   30506       2.2218       2.2619       2.3708
   30507       2.2790       2.2700       2.1899
   30508       2.5076       2.1747       2.1809
   30509       2.4225       2.2673       2.2165
   30510       2.4932       2.3419       2.1706
   30511       2.4481       2.2256       2.2808
   30512       2.6331       2.1558       2.0714
   30513       2.4484       2.3984       2.2206
   30514       2.5433       2.3898       2.2167
   30515       2.4469       2.1068       2.2881
   30516       2.1472       2.3573       2.1659
   30517       2.5494       2.1570       2.1741
   30518       2.3968       2.1943       2.2240
   30519       2.2770       2.3487       2.3611
   30520       2.6682       2.1612       2.2027
   30521       2.3805       2.1526       2.1299
   30522       2.3023       2.2814       2.1530
   30523       2.3505       2.3408       2.2603
   30524       2.3724       2.2452       2.2239
   30525       2.3965       2.1525       2.2899
   30526       2.4440       2.3719       2.1559
   30527       2.6267       2.1652       2.2950
   30528       2.4903       2.2548       2.2837
   30529       2.3062       2.2636       2.2228
   30530       2.3188       2.4279       2.3626
   30531       2.5505       2.5188       2.2650
   30532       2.5017       2.2350       2.3727
   30533       2.3574       2.1857       2.1682
   30534       2.6937       2.1362       2.1412
   30535       2.3828       2.1518       2.2734
   30536       2.4567       2.3178       2.2220
   30537       2.4133       2.2691       2.2812
   30538       2.3893       2.1621       2.1856
   30539       2.3875       2.2864       2.3128
   30540       2.3063       2.1913       2.2332
   30541       2.3586       2.4190       2.2424
   30542       2.3514       2.1544       2.2307
   30543       2.3050       2.2029       2.1659
   30544       2.3799       2.3153       2.2397
   30545       2.5066       2.1796       2.1176
   30546       2.3687       2.3830       2.1947
   30547       2.4750       2.3650       2.1630
   30548       2.3130       2.4714       2.1168
   30549       2.2074       2.4497       2.2752
   30550       2.5014       2.3206       2.2440
   30551       2.4710       2.3051       2.2367
   30552       2.2797       2.2884       2.2497
   30553       2.1479       2.2007       2.1747
   30554       2.3003       2.4608       2.2159
   30555       2.4776       2.3274       2.2261
   30556       2.4673       2.2435       2.1731
   30557       2.4531       2.3322       2.1554
   30558       2.3858       2.3417       2.1866
   30559       2.3373       2.2879       2.0938
