#Frame      Mn1_Ox_OZ    Mn1_Ox_OY    Mn1_Ox_OX
    5002       2.0591       4.1174       2.4211
    5003       2.1826       4.1400       2.2855
    5004       2.1260       4.0421       2.4117
    5005       2.0472       3.9644       2.2974
    5006       2.0542       3.9550       2.4521
    5007       2.1366       4.1008       2.2904
    5008       2.1586       4.2285       2.4466
    5009       2.1400       4.0820       2.1153
    5010       2.0900       4.0009       2.2933
    5011       2.0615       4.0368       2.3664
    5012       2.0001       3.9907       2.2303
    5013       2.0647       3.9923       2.1122
    5014       2.1636       4.1531       2.4034
    5015       2.1079       4.1874       2.4829
    5016       2.1443       4.1163       2.5182
    5017       2.1336       4.1550       2.3727
    5018       2.1222       4.1412       2.4421
    5019       2.0847       3.9691       2.2807
    5020       2.0707       3.9851       2.4839
    5021       2.0225       4.0676       2.2095
    5022       2.1056       4.0387       2.4066
    5023       2.0722       4.0935       2.2613
    5024       2.1041       4.1007       2.4518
    5025       2.1976       4.2042       2.6049
    5026       2.1078       4.0297       2.3045
    5027       2.1112       4.0791       2.3003
    5028       2.0470       3.9557       2.2204
    5029       2.0496       4.0463       2.3791
    5030       2.0545       4.0584       2.4481
    5031       2.0973       4.0304       2.2942
    5032       2.0070       4.0197       2.2935
    5033       2.1692       4.1282       2.5200
    5034       2.2024       4.2057       2.3791
    5035       2.0766       4.0882       2.4575
    5036       1.9625       3.9280       2.2892
    5037       2.0714       3.9935       2.3664
    5038       2.0474       4.0441       2.2205
    5039       2.1422       3.9657       2.2731
    5040       2.0898       4.1566       2.3080
    5041       2.0880       4.0508       2.3599
    5042       2.0855       3.9774       2.2101
    5043       2.0875       3.9987       2.5856
    5044       2.1236       4.1498       2.3783
    5045       2.1290       4.0800       2.2934
    5046       2.0836       4.1241       2.4372
    5047       2.1190       4.0562       2.3595
    5048       2.0011       3.9221       2.3416
    5049       2.0979       4.1041       2.2962
    5050       2.0652       4.0112       2.3154
    5051       2.1655       4.1381       2.4409
    5052       2.0117       3.9691       2.2511
    5053       2.2717       4.2604       2.4153
    5054       2.0630       3.9583       2.2199
    5055       2.1971       4.1336       2.3620
    5056       2.0902       4.0335       2.4385
    5057       2.0633       4.0337       2.2495
    5058       1.9498       3.9947       2.4262
    5059       2.1573       4.1450       2.5675
    5060       2.0766       4.0955       2.2600
    5061       2.1340       4.1938       2.4280
    5062       2.1772       4.1508       2.5517
    5063       2.0844       4.0795       2.3636
    5064       2.1223       4.0727       2.3447
    5065       2.0477       4.0082       2.3308
    5066       2.3153       4.2351       2.3584
    5067       2.1146       4.0023       2.2814
    5068       2.1209       4.0740       2.3382
    5069       2.1175       4.0479       2.3522
    5070       2.0201       4.0913       2.4041
    5071       2.1539       4.1109       2.2276
    5072       2.1465       4.1553       2.5082
    5073       2.0992       3.9880       2.3866
    5074       2.0170       3.9855       2.3396
    5075       2.0357       3.9910       2.3095
    5076       2.0798       4.0454       2.4493
    5077       2.0366       4.0729       2.2987
    5078       1.9240       3.9429       2.4288
    5079       2.2065       4.0968       2.4745
    5080       1.9709       3.9856       2.3463
    5081       2.0360       4.0452       2.3011
    5082       2.1856       4.0581       2.1786
    5083       2.0220       4.0129       2.2733
    5084       2.0505       4.0534       2.4502
    5085       2.0522       4.0116       2.4023
    5086       2.0893       4.0972       2.4497
    5087       2.0639       3.9814       2.4114
    5088       2.0722       4.0419       2.3464
    5089       2.0050       4.0710       2.2868
    5090       2.0858       4.1910       2.2988
    5091       2.0440       3.9578       2.3931
    5092       1.9678       3.9868       2.3090
    5093       2.0256       3.9863       2.4861
    5094       2.1413       4.1337       2.2510
    5095       2.0845       4.0753       2.4114
    5096       2.1393       3.9577       2.3233
    5097       1.9958       3.9073       2.2397
    5098       2.2344       4.2071       2.2750
    5099       2.1000       4.1268       2.3679
    5100       2.0013       3.9526       2.2852
    5101       2.2036       4.1961       2.2752
    5102       2.0570       4.0940       2.2755
    5103       1.9950       3.9209       2.1678
    5104       2.1528       3.9202       2.5012
    5105       2.0243       3.9252       2.3989
    5106       2.1587       4.1175       2.3811
    5107       2.1662       4.0619       2.3525
    5108       2.1442       4.0349       2.3853
    5109       2.2365       4.1658       2.2132
    5110       2.0936       3.9091       2.3455
    5111       2.0869       4.0944       2.4867
    5112       2.0761       4.0368       2.4358
    5113       2.0820       4.0494       2.4060
    5114       2.1098       4.1429       2.4095
    5115       2.1569       4.1524       2.1464
    5116       2.0587       3.9339       2.3920
    5117       2.0463       4.0609       2.2734
    5118       2.0693       3.9268       2.1781
    5119       2.0619       4.0919       2.5373
    5120       2.0343       3.9480       2.2697
    5121       2.0763       4.0336       2.5802
    5122       2.0171       3.8357       2.2625
    5123       2.0861       4.0102       2.3626
    5124       2.1870       4.1137       2.3923
    5125       1.9887       4.0048       2.2732
    5126       2.0243       3.9888       2.2426
    5127       2.1170       3.9824       2.5671
    5128       2.1506       3.9873       2.2845
    5129       2.1825       4.0503       2.2330
    5130       2.0661       3.9950       2.2123
    5131       2.0512       4.0455       2.4377
    5132       2.1425       4.1272       2.3451
    5133       2.2166       4.2798       2.5650
    5134       2.0984       4.0673       2.3162
    5135       2.0444       4.1039       2.3276
    5136       2.1950       4.2233       2.4339
    5137       2.1212       4.0686       2.1862
    5138       2.2050       4.0778       2.2732
    5139       2.0696       4.0990       2.4446
    5140       2.1156       3.9969       2.1031
    5141       2.1857       4.1332       2.2904
    5142       2.0766       4.0422       2.4327
    5143       2.0165       4.0075       2.3594
    5144       2.1420       4.0738       2.3658
    5145       2.2317       4.1818       2.2582
    5146       2.0725       4.0344       2.1120
    5147       2.1633       4.0248       2.2096
    5148       2.0942       4.1079       2.2339
    5149       2.0986       4.0947       2.2697
    5150       2.0449       4.0087       2.4873
    5151       2.0074       3.9921       2.3037
    5152       2.0779       4.0124       2.3254
    5153       2.1174       4.0869       2.1899
    5154       2.1647       4.1341       2.4312
    5155       2.1446       4.0462       2.1499
    5156       2.0149       4.0808       2.5333
    5157       2.1438       4.1788       2.3952
    5158       2.0667       4.0167       2.3147
    5159       1.9625       3.9760       2.3165
    5160       2.1727       4.1712       2.3845
    5161       2.1059       4.0194       2.2717
    5162       2.1169       4.1144       2.4930
    5163       2.1730       4.1372       2.3678
    5164       1.9110       3.8418       2.3365
    5165       1.8747       3.7439       2.2925
    5166       2.0428       4.0810       2.4341
    5167       2.0701       4.0933       2.4233
    5168       2.1215       4.1493       2.4461
    5169       2.0419       4.0123       2.3350
    5170       1.9772       4.0760       2.3286
    5171       2.1704       4.2358       2.2772
    5172       2.0175       3.9536       2.1499
    5173       2.0818       4.1043       2.3411
    5174       2.1438       4.0715       2.3658
    5175       2.1645       4.1230       2.3005
    5176       2.0864       4.0271       2.1230
    5177       2.0746       4.0765       2.4903
    5178       1.9850       3.9883       2.3922
    5179       2.0626       3.9501       2.2211
    5180       2.1647       4.0944       2.3012
    5181       2.0867       4.0486       2.4733
    5182       2.1062       4.0188       2.2475
    5183       2.2269       4.2501       2.3497
    5184       2.2319       4.2636       2.4387
    5185       2.1341       4.0515       2.2610
    5186       1.9213       3.9026       2.3747
    5187       2.1513       4.1160       2.4830
    5188       2.1083       4.0415       2.2414
    5189       2.0027       4.0360       2.3031
    5190       2.0018       4.0000       2.2893
    5191       2.0941       3.9879       2.2012
    5192       2.0906       4.0901       2.3734
    5193       2.0461       3.9141       2.3397
    5194       2.0877       4.0253       2.3950
    5195       2.1292       4.1251       2.3663
    5196       2.1836       4.1923       2.4642
    5197       2.1557       4.1774       2.3014
    5198       2.1269       4.1486       2.4895
    5199       2.1844       4.0271       2.3521
    5200       2.1834       4.1696       2.3478
    5201       2.1675       4.1110       2.4088
    5202       2.0618       3.9875       2.2821
    5203       2.0392       3.9948       2.2051
    5204       2.0581       4.0351       2.3780
    5205       2.0806       4.0731       2.2637
